year	aphiaid	scientificnameaccepted	date	xUTM	yUTM	season	eventid	mrgid	month	occurrence	gridnr	middleXgrid	middleYgrid
1988	698325	Aphanizomenon flosaquae f. gracile	1988-06-14	1566756.223578175	6846465.680729544	summer	Sampling_2401-Sample_5273-SubSample_19558	NA	NA	0	828	1557500	6842500
1988	698325	Aphanizomenon flosaquae f. gracile	1988-06-14	1567861.2629305138	6851906.700177833	summer	Sampling_15083-Sample_4876-SubSample_22243	NA	NA	0	828	1557500	6842500
1988	698325	Aphanizomenon flosaquae f. gracile	1988-06-14	1569599.9938490614	6854963.223087707	summer	Sampling_6065-Sample_14605-SubSample_27105	NA	NA	0	828	1557500	6842500
1988	698325	Aphanizomenon flosaquae f. gracile	1988-06-14	1782615.6893884551	6924064.768507146	summer	Sampling_717-Sample_6668-SubSample_21763	NA	NA	0	904	1767500	6912500
1988	698325	Aphanizomenon flosaquae f. gracile	1988-06-14	1787608.3135460208	6917258.765791678	summer	Sampling_17081-Sample_6922-SubSample_20218	NA	NA	0	905	1802500	6912500
1988	698325	Aphanizomenon flosaquae f. gracile	1988-06-14	1797359.3412883403	6933563.670090477	summer	Sampling_762-Sample_7201-SubSample_19913	NA	NA	0	940	1802500	6947500
1988	698325	Aphanizomenon flosaquae f. gracile	1988-06-14	1801079.3791396068	6923635.017346866	summer	Sampling_757-Sample_7231-SubSample_17378	NA	NA	0	905	1802500	6912500
1988	698325	Aphanizomenon flosaquae f. gracile	1988-06-15	1809119.1332441177	6936484.195237827	summer	Sampling_17267-Sample_7309-SubSample_19116	NA	NA	0	940	1802500	6947500
1988	698325	Aphanizomenon flosaquae f. gracile	1988-06-15	1817471.9552208593	6943013.836624913	summer	Sampling_655-Sample_7128-SubSample_23195	NA	NA	0	940	1802500	6947500
1988	698325	Aphanizomenon flosaquae f. gracile	1988-06-15	1821010.7343105625	6927487.621853576	summer	Sampling_17062-Sample_8131-SubSample_18811	NA	NA	0	906	1837500	6912500
1988	698325	Aphanizomenon flosaquae f. gracile	1988-06-15	1826596.4859512432	6934151.247675218	summer	Sampling_769-Sample_7346-SubSample_20986	NA	NA	0	941	1837500	6947500
1988	698325	Aphanizomenon flosaquae f. gracile	1988-06-15	1834640.7068678802	6943246.169323795	summer	Sampling_892-Sample_7383-SubSample_21768	NA	NA	0	941	1837500	6947500
1988	698325	Aphanizomenon flosaquae f. gracile	1988-06-15	1834980.768836712	6953818.0104290005	summer	Sampling_631-Sample_7453-SubSample_22397	NA	NA	0	941	1837500	6947500
1988	698325	Aphanizomenon flosaquae f. gracile	1988-06-16	1544199.0064118968	6199303.386709359	summer	1988-06-16-54.833333-19.333333	NA	NA	0	198	1557500	6212500
1988	698325	Aphanizomenon flosaquae f. gracile	1988-06-17	1467265.3379405388	6264261.539654143	summer	1988-06-17-55.55-18.4	NA	NA	0	230	1452500	6247500
1988	698325	Aphanizomenon flosaquae f. gracile	1988-06-18	1544199.0064118968	6199303.386709359	summer	1988-06-18-54.833333-19.333333	NA	NA	0	198	1557500	6212500
1988	698325	Aphanizomenon flosaquae f. gracile	1988-06-20	954929.4012093518	6063793.560279642	summer	1988-06-20-54.516667-10.033333	NA	NA	0	41	962500	6072500
1988	698325	Aphanizomenon flosaquae f. gracile	1988-06-20	980846.3275756713	6075823.734023209	summer	1988-06-20-54.6-10.45	NA	NA	0	42	997500	6072500
1988	698325	Aphanizomenon flosaquae f. gracile	1988-06-21	973718.0459743006	6071329.982388433	summer	1988-06-21-54.566667-10.333333	NA	NA	0	41	962500	6072500
1988	698325	Aphanizomenon flosaquae f. gracile	1988-06-21	1340724.444720433	6610673.998957838	summer	1988-06-21-58.803-17.6253	NA	NA	0	577	1347500	6597500
1988	698325	Aphanizomenon flosaquae f. gracile	1988-06-21	1340726.3218146283	6610674.417969277	summer	1988-06-21-58.803-17.625333	NA	NA	0	577	1347500	6597500
1988	698325	Aphanizomenon flosaquae f. gracile	1988-06-28	1566756.223578175	6846465.680729544	summer	Sampling_5389-Sample_5282-SubSample_17949	NA	NA	0	828	1557500	6842500
1988	698325	Aphanizomenon flosaquae f. gracile	1988-06-28	1567861.2629305138	6851906.700177833	summer	Sampling_2403-Sample_4877-SubSample_21914	NA	NA	0	828	1557500	6842500
1988	698325	Aphanizomenon flosaquae f. gracile	1988-06-28	1569599.9938490614	6854963.223087707	summer	Sampling_6136-Sample_14606-SubSample_27747	NA	NA	0	828	1557500	6842500
1988	698325	Aphanizomenon flosaquae f. gracile	1988-07-07	1340724.444720433	6610673.998957838	summer	1988-07-07-58.803-17.6253	NA	NA	0	577	1347500	6597500
1988	698325	Aphanizomenon flosaquae f. gracile	1988-07-07	1340726.3218146283	6610674.417969277	summer	1988-07-07-58.803-17.625333	NA	NA	0	577	1347500	6597500
1988	698325	Aphanizomenon flosaquae f. gracile	1988-07-07	1782615.6893884551	6924064.768507146	summer	Sampling_2606-Sample_6669-SubSample_22559	NA	NA	0	904	1767500	6912500
1988	698325	Aphanizomenon flosaquae f. gracile	1988-07-15	920206.7893763122	6412743.768109598	summer	83LD-6	NA	NA	0	390	927500	6422500
1988	698325	Aphanizomenon flosaquae f. gracile	1988-07-15	935259.2835505938	6423694.7885588985	summer	83LD-7	NA	NA	0	390	927500	6422500
1988	698325	Aphanizomenon flosaquae f. gracile	1988-07-15	950252.3086415472	6434527.827384547	summer	83LD-8	NA	NA	0	391	962500	6422500
